Season,Name,Team,PA,HR,RBI,AVG,SLG,NameASCII,PlayerId,MLBAMID
2022,"Alex Bregman","HOU",656,23,93,0.259124087,0.454379562,"Alex Bregman",17678,608324
2018,"Daniel Murphy","- - -",351,12,42,0.298780487,0.454268292,"Daniel Murphy",4316,502517
2023,"Jack Suwinski","PIT",534,26,74,0.223713646,0.454138702,"Jack Suwinski",22244,669261
2017,"Tim Beckham","- - -",575,22,62,0.277673545,0.454033771,"Tim Beckham",7949,542921
2022,"Jeff McNeil","NYM",589,9,62,0.326454033,0.454033771,"Jeff McNeil",15362,643446
2015,"Justin Upton","SDP",620,26,81,0.250922509,0.453874538,"Justin Upton",5222,457708
2019,"Austin Nola","SEA",267,10,31,0.268907563,0.453781512,"Austin Nola",15941,543592
2017,"Starlin Castro","NYY",473,16,63,0.300225733,0.453724604,"Starlin Castro",4579,516770
2016,"Jonathan Schoop","BAL",647,25,82,0.266666666,0.453658536,"Jonathan Schoop",11265,570731
2016,"Devon Travis","TOR",432,11,50,0.3,0.453658536,"Devon Travis",13862,581527
2023,"Jorge Polanco","MIN",343,14,48,0.254966887,0.453642384,"Jorge Polanco",13152,593871
2020,"Jeff McNeil","NYM",209,4,23,0.311475409,0.453551912,"Jeff McNeil",15362,643446
2018,"Matt Olson","OAK",660,29,84,0.246551724,0.453448275,"Matt Olson",14344,621566
2023,"Ke'Bryan Hayes","PIT",525,15,61,0.27125506,0.453441295,"Ke'Bryan Hayes",18577,663647
2019,"Jonathan Villar","BAL",714,24,73,0.274143302,0.453271028,"Jonathan Villar",10071,542340
2015,"Adrián Beltré","TEX",619,18,83,0.287477954,0.453262786,"Adrian Beltre",639,134181
2015,"Welington Castillo","- - -",378,19,57,0.236842105,0.453216374,"Welington Castillo",3256,456078
2016,"Ryan Howard","PHI",362,25,59,0.196374622,0.453172205,"Ryan Howard",2154,429667
2021,"Brad Miller","PHI",377,20,49,0.226586102,0.453172205,"Brad Miller",12775,543543
2023,"Gleyber Torres","NYY",672,25,68,0.273489932,0.453020134,"Gleyber Torres",16997,650402
2015,"Chris Young","NYY",356,14,42,0.251572327,0.452830188,"Chris Young",3882,455759
2017,"Robinson Canó","SEA",648,23,97,0.280405405,0.452702702,"Robinson Cano",3269,429664
2018,"Aledmys Díaz","TOR",452,18,55,0.263033175,0.452606635,"Aledmys Diaz",15937,649557
2015,"Marlon Byrd","- - -",544,23,73,0.247035573,0.452569169,"Marlon Byrd",950,407781
2017,"Odúbel Herrera","PHI",563,14,56,0.281368821,0.452471482,"Odubel Herrera",11476,546318
2019,"Roberto Pérez","CLE",449,24,63,0.23907455,0.452442159,"Roberto Perez",2900,547379
2016,"Marcell Ozuna","MIA",608,23,76,0.265709156,0.452423698,"Marcell Ozuna",10324,542303
2018,"Elias Díaz","PIT",277,10,34,0.285714285,0.452380952,"Elias Diaz",11680,553869
2022,"Juan Soto","- - -",664,27,62,0.242366412,0.452290076,"Juan Soto",20123,665742
2017,"Johan Camargo","ATL",256,4,27,0.298755186,0.452282157,"Johan Camargo",14950,622666
2018,"Ozzie Albies","ATL",684,24,72,0.261345852,0.45226917,"Ozzie Albies",16556,645277
2017,"Curtis Granderson","- - -",527,26,64,0.211581291,0.452115812,"Curtis Granderson",4747,434158
2022,"Josh Naylor","CLE",498,20,79,0.256124721,0.452115812,"Josh Naylor",18839,647304
2018,"Evan Gattis","HOU",451,25,78,0.226044226,0.452088452,"Evan Gattis",11003,594828
2019,"Daniel Murphy","COL",478,13,78,0.278538812,0.452054794,"Daniel Murphy",4316,502517
2023,"Edward Olivares","KCR",385,12,36,0.262711864,0.451977401,"Edward Olivares",19698,658668
2023,"J.T. Realmuto","PHI",540,20,63,0.251533742,0.45194274,"J.T. Realmuto",11739,592663
2017,"Matt Davidson","CHW",443,26,68,0.219806763,0.451690821,"Matt Davidson",7226,571602
2016,"Franklin Gutierrez","SEA",283,14,39,0.245967741,0.451612903,"Franklin Gutierrez",3255,429711
2015,"Gerardo Parra","- - -",589,14,51,0.290676416,0.45155393,"Gerardo Parra",8553,467827
2016,"José Bautista","TOR",517,22,69,0.234042553,0.451536643,"Jose Bautista",1887,430832
2023,"Ryan Mountcastle","BAL",470,18,68,0.269503546,0.451536643,"Ryan Mountcastle",18373,663624
2017,"Gerardo Parra","COL",425,10,71,0.308673469,0.451530612,"Gerardo Parra",8553,467827
2018,"Mark Trumbo","BAL",358,17,44,0.26060606,0.451515151,"Mark Trumbo",6876,444432
2017,"Trea Turner","WSN",447,11,45,0.283980582,0.45145631,"Trea Turner",16252,607208
2017,"Ryon Healy","OAK",605,25,78,0.270833333,0.451388888,"Ryon Healy",15447,592387
2015,"Jason Kipnis","CLE",641,9,52,0.302654867,0.451327433,"Jason Kipnis",9776,543401
2018,"Jose Altuve","HOU",599,13,61,0.3164794,0.451310861,"Jose Altuve",5417,514888
2017,"J.T. Realmuto","MIA",579,17,65,0.278195488,0.451127819,"J.T. Realmuto",11739,592663
2022,"Evan Longoria","SFG",298,14,42,0.244360902,0.451127819,"Evan Longoria",9368,446334
2015,"Kyle Seager","SEA",686,26,74,0.266452648,0.451043338,"Kyle Seager",9785,572122
2017,"Matt Carpenter","STL",622,23,69,0.241448692,0.450704225,"Matt Carpenter",8090,572761
2016,"Hunter Pence","SFG",442,13,57,0.288607594,0.450632911,"Hunter Pence",8252,452254
2016,"Carlos Correa","HOU",660,20,96,0.273830155,0.450606585,"Carlos Correa",14162,621043
2022,"Gleyber Torres","NYY",572,24,76,0.256653992,0.450570342,"Gleyber Torres",16997,650402
2016,"Mark Reynolds","COL",441,14,53,0.282442748,0.450381679,"Mark Reynolds",7619,448602
2020,"Jackie Bradley Jr.","BOS",217,7,22,0.282722513,0.45026178,"Jackie Bradley Jr.",12984,598265
2020,"Franmil Reyes","CLE",241,9,34,0.274881516,0.450236966,"Franmil Reyes",14566,614177
2022,"Oneil Cruz","PIT",361,17,54,0.232628398,0.450151057,"Oneil Cruz",21711,665833
2018,"Christian Villanueva","SDP",384,20,46,0.236467236,0.45014245,"Christian Villanueva",11738,570799
2016,"Rickie Weeks Jr.","ARI",205,9,27,0.238888888,0.45,"Rickie Weeks Jr.",1849,430001
2017,"Kevin Kiermaier","TBR",421,15,39,0.276315789,0.45,"Kevin Kiermaier",11038,595281
2019,"Matt Joyce","ATL",238,7,23,0.295,0.45,"Matt Joyce",3353,459964
2019,"Ryan McMahon","COL",539,24,83,0.25,0.45,"Ryan McMahon",15112,641857
2023,"Jesús Sánchez","MIA",402,14,52,0.252777777,0.45,"Jesus Sanchez",19913,660821
2017,"Kyle Seager","SEA",650,27,88,0.249134948,0.449826989,"Kyle Seager",9785,572122
2023,"Eddie Rosario","ATL",516,21,74,0.255230125,0.449790794,"Eddie Rosario",12155,592696
2016,"Anthony Rendon","WSN",647,20,85,0.269841269,0.449735449,"Anthony Rendon",12861,543685
2019,"Tommy Pham","TBR",654,21,68,0.273368606,0.449735449,"Tommy Pham",2967,502054
2015,"Ben Zobrist","- - -",535,13,56,0.276231263,0.4496788,"Ben Zobrist",7435,450314
2022,"Vinnie Pasquantino","KCR",298,10,26,0.294573643,0.449612403,"Vinnie Pasquantino",27676,686469
2015,"Charlie Blackmon","COL",682,17,58,0.286644951,0.4495114,"Charlie Blackmon",7859,453568
2018,"Mark Canha","OAK",411,17,52,0.249315068,0.449315068,"Mark Canha",11445,592192
2022,"Francisco Lindor","NYM",706,26,107,0.269841269,0.449206349,"Francisco Lindor",12916,596019
2018,"Josh Donaldson","- - -",219,8,23,0.245989304,0.44919786,"Josh Donaldson",5038,518626
2018,"Yan Gomes","CLE",435,16,48,0.265508684,0.449131513,"Yan Gomes",9627,543228
2020,"Tommy La Stella","- - -",228,5,25,0.280612244,0.448979591,"Tommy La Stella",12371,600303
2021,"Dansby Swanson","ATL",653,27,88,0.248299319,0.448979591,"Dansby Swanson",18314,621020
2015,"Daniel Murphy","NYM",538,14,73,0.280561122,0.448897795,"Daniel Murphy",4316,502517
2015,"Josh Phegley","OAK",243,9,34,0.248888888,0.448888888,"Josh Phegley",9308,572033
2021,"Ryan McMahon","COL",596,23,86,0.253787878,0.448863636,"Ryan McMahon",15112,641857
2015,"Mark Trumbo","- - -",545,22,64,0.261811023,0.448818897,"Mark Trumbo",6876,444432
2021,"Enrique Hernández","BOS",585,20,60,0.25,0.448818897,"Enrique Hernandez",10472,571771
2022,"Keston Hiura","MIL",266,14,32,0.226495726,0.448717948,"Keston Hiura",20003,669374
2023,"Fernando Tatis Jr.","SDP",635,25,78,0.257391304,0.448695652,"Fernando Tatis Jr.",19709,665487
2015,"Josh Reddick","OAK",582,20,77,0.271863117,0.448669201,"Josh Reddick",3892,502210
2016,"Dustin Pedroia","BOS",698,15,74,0.317535545,0.448657187,"Dustin Pedroia",8370,456030
2019,"Rowdy Tellez","TOR",409,21,54,0.227027027,0.448648648,"Rowdy Tellez",15679,642133
2017,"Eduardo Escobar","MIN",499,21,73,0.253829321,0.44857768,"Eduardo Escobar",6153,500871
2022,"J.D. Martinez","BOS",596,16,62,0.2739212,0.448405253,"J.D. Martinez",6184,502110
2022,"Lars Nootbaar","STL",347,14,40,0.227586206,0.448275862,"Lars Nootbaar",21454,663457
2018,"Jed Lowrie","OAK",680,23,99,0.266778523,0.447986577,"Jed Lowrie",4418,476704
2017,"Jed Lowrie","OAK",645,14,69,0.276895943,0.447971781,"Jed Lowrie",4418,476704
2020,"Charlie Blackmon","COL",247,6,42,0.30316742,0.4479638,"Charlie Blackmon",7859,453568
2015,"Hank Conger","HOU",229,11,33,0.228855721,0.447761194,"Hank Conger",2505,474233
2018,"Michael Conforto","NYM",638,28,82,0.243093922,0.447513812,"Michael Conforto",16376,624424
2016,"Dexter Fowler","CHC",551,13,48,0.276315789,0.447368421,"Dexter Fowler",4062,451594
2020,"Asdrúbal Cabrera","WSN",213,8,31,0.242105263,0.447368421,"Asdrubal Cabrera",4962,452678
2016,"Cameron Rupp","PHI",419,16,54,0.25192802,0.447300771,"Cameron Rupp",11146,519237
2021,"Wilmer Flores","SFG",436,18,53,0.262210796,0.447300771,"Wilmer Flores",5827,527038
2023,"Christian Yelich","MIL",632,19,76,0.278181818,0.447272727,"Christian Yelich",11477,592885
2017,"Brandon Drury","ARI",480,13,63,0.26741573,0.447191011,"Brandon Drury",11615,592273
2021,"Kolten Wong","MIL",492,14,50,0.271910112,0.447191011,"Kolten Wong",12532,543939
2021,"Chas McCormick","HOU",320,14,50,0.257042253,0.447183098,"Chas McCormick",19599,676801
2016,"Domingo Santana","MIL",281,11,32,0.25609756,0.447154471,"Domingo Santana",10348,570267
2017,"Wilson Ramos","TBR",224,11,35,0.259615384,0.447115384,"Wilson Ramos",1433,467092
2023,"Riley Greene","DET",416,11,37,0.288359788,0.447089947,"Riley Greene",25976,682985
2017,"Alex Avila","- - -",376,14,49,0.263665594,0.446945337,"Alex Avila",7476,488671
2023,"Paul Goldschmidt","STL",687,25,80,0.268128161,0.446880269,"Paul Goldschmidt",9218,502671
2022,"Dansby Swanson","ATL",696,25,96,0.2765625,0.446875,"Dansby Swanson",18314,621020
2019,"Victor Caratini","CHC",279,11,34,0.266393442,0.446721311,"Victor Caratini",14968,605170
2022,"Juan Yepez","STL",274,12,30,0.252964426,0.446640316,"Juan Yepez",18400,660766
2016,"Didi Gregorius","NYY",597,20,70,0.275800711,0.446619217,"Didi Gregorius",6012,544369
2016,"Ian Desmond","TEX",677,22,86,0.2848,0.4464,"Ian Desmond",6885,435622
2016,"Xander Bogaerts","BOS",719,21,89,0.294478527,0.446319018,"Xander Bogaerts",12161,593428
2019,"Kevin Newman","PIT",531,12,64,0.30831643,0.446247464,"Kevin Newman",17696,621028
2015,"Eugenio Suárez","CIN",398,13,48,0.279569892,0.446236559,"Eugenio Suarez",12552,553993
2020,"Joey Votto","CIN",223,11,22,0.225806451,0.446236559,"Joey Votto",4314,458015
2019,"Garrett Cooper","MIA",421,15,50,0.280839895,0.446194225,"Garrett Cooper",15279,643265
2023,"Tommy Pham","- - -",481,16,68,0.255868544,0.446009389,"Tommy Pham",2967,502054
2022,"José Abreu","CHW",679,15,75,0.304492512,0.44592346,"Jose Abreu",15676,547989
2023,"Tyrone Taylor","MIL",243,10,35,0.233766233,0.445887445,"Tyrone Taylor",13675,621438
2016,"Danny Valencia","OAK",517,17,51,0.286624203,0.445859872,"Danny Valencia",6364,502143
2016,"David Ross","CHC",205,10,32,0.228915662,0.445783132,"David Ross",1551,424325
2018,"Lourdes Gurriel Jr.","TOR",263,11,35,0.281124497,0.445783132,"Lourdes Gurriel Jr.",19238,666971
2023,"Spencer Torkelson","DET",684,31,94,0.232673267,0.445544554,"Spencer Torkelson",27465,679529
2015,"Robinson Canó","SEA",674,21,79,0.286858974,0.44551282,"Robinson Cano",3269,429664
2018,"Wil Myers","SDP",343,11,39,0.253205128,0.44551282,"Wil Myers",10047,571976
2016,"Ben Zobrist","CHC",631,18,76,0.271510516,0.445506692,"Ben Zobrist",7435,450314
2023,"Mike Yastrzemski","SFG",381,15,43,0.233333333,0.445454545,"Mike Yastrzemski",14854,573262
2022,"Randy Arozarena","TBR",645,20,89,0.262798634,0.445392491,"Randy Arozarena",19290,668227
2017,"Kendrys Morales","TOR",608,28,85,0.249551166,0.445242369,"Kendrys Morales",8610,434778
2023,"Jordan Walker","STL",465,16,51,0.276190476,0.445238095,"Jordan Walker",27475,691023
2023,"Masataka Yoshida","BOS",580,15,72,0.288640595,0.445065176,"Masataka Yoshida",31837,807799
2015,"Eduardo Escobar","MIN",446,12,58,0.261613691,0.444987775,"Eduardo Escobar",6153,500871
2021,"Luis Urías","MIL",570,23,75,0.248979591,0.444897959,"Luis Urias",16622,649966
2021,"Bobby Bradley","CLE",279,16,41,0.208163265,0.444897959,"Bobby Bradley",17278,656252
2023,"Alex Kirilloff","MIN",319,11,41,0.270462633,0.444839857,"Alex Kirilloff",20325,666135
2021,"Ty France","SEA",650,18,73,0.290718038,0.444833625,"Ty France",17982,664034
2017,"Albert Almora Jr.","CHC",323,8,46,0.297658862,0.444816053,"Albert Almora Jr.",14109,546991
2017,"Tyler Flowers","ATL",370,12,49,0.280757097,0.444794952,"Tyler Flowers",9134,452095
2022,"Adley Rutschman","BAL",470,13,42,0.253768844,0.444723618,"Adley Rutschman",26288,668939
2015,"Logan Forsythe","TBR",615,17,68,0.281481481,0.444444444,"Logan Forsythe",7185,523253
2015,"Brian Dozier","MIN",704,28,77,0.235668789,0.444267515,"Brian Dozier",9810,572821
2019,"Paul DeJong","STL",664,30,78,0.233276157,0.444253859,"Paul DeJong",18015,657557
2023,"Austin Hays","BAL",566,16,67,0.275,0.444230769,"Austin Hays",19363,669720
2016,"Logan Forsythe","TBR",567,20,52,0.264187866,0.444227005,"Logan Forsythe",7185,523253
2023,"Luis Rengifo","LAA",445,16,51,0.26395939,0.444162436,"Luis Rengifo",19858,650859
2023,"Jake Rogers","DET",365,21,49,0.220543806,0.444108761,"Jake Rogers",19452,668670
2018,"Chris Taylor","LAD",604,17,63,0.253731343,0.44402985,"Chris Taylor",13757,621035
2022,"Seth Brown","OAK",555,25,73,0.23,0.444,"Seth Brown",18171,664913
2015,"Paulo Orlando","KCR",251,7,27,0.248962655,0.443983402,"Paulo Orlando",8628,449181
2017,"Kennys Vargas","MIN",264,11,41,0.253112033,0.443983402,"Kennys Vargas",12101,573627
2021,"Andrew McCutchen","PHI",574,27,80,0.221991701,0.443983402,"Andrew McCutchen",9847,457705
2015,"Starling Marte","PIT",633,19,81,0.286701208,0.443868739,"Starling Marte",9241,516782
2017,"David Peralta","ARI",577,14,57,0.293333333,0.443809523,"David Peralta",2136,444482
2018,"Kurt Suzuki","ATL",388,12,50,0.270893371,0.443804034,"Kurt Suzuki",8259,435559
2019,"Michael Chavis","BOS",382,18,58,0.253602305,0.443804034,"Michael Chavis",17321,656308
2017,"Michael Brantley","CLE",375,9,52,0.298816568,0.443786982,"Michael Brantley",4106,488726
2023,"Vladimir Guerrero Jr.","TOR",682,26,94,0.264119601,0.443521594,"Vladimir Guerrero Jr.",19611,665489
2023,"Jake Fraley","CIN",380,15,65,0.25595238,0.44345238,"Jake Fraley",19260,641584
2021,"Jeimer Candelario","DET",626,16,67,0.271095152,0.443447037,"Jeimer Candelario",13621,600869
2019,"Aaron Hicks","NYY",255,12,36,0.235294117,0.443438914,"Aaron Hicks",5297,543305
2019,"Adeiny Hechavarría","- - -",221,9,33,0.24137931,0.443349753,"Adeiny Hechavarria",10459,588751
2023,"Ezequiel Duran","TEX",439,14,46,0.275862068,0.443349753,"Ezequiel Duran",23733,677649
2015,"Ryan Howard","PHI",503,23,77,0.229122055,0.443254817,"Ryan Howard",2154,429667
2015,"Chris Coghlan","CHC",503,16,41,0.25,0.443181818,"Chris Coghlan",6878,458085
2016,"José Reyes","NYM",279,8,24,0.266666666,0.443137254,"Jose Reyes",1736,408314
2016,"Troy Tulowitzki","TOR",544,24,79,0.25406504,0.44308943,"Troy Tulowitzki",3531,453064
2015,"Seth Smith","SEA",452,12,42,0.248101265,0.443037974,"Seth Smith",7331,452234
2023,"Brandon Lowe","TBR",436,21,68,0.23076923,0.442970822,"Brandon Lowe",18882,664040
2015,"Matt Kemp","SDP",648,23,100,0.265100671,0.44295302,"Matt Kemp",5631,461314
2019,"Todd Frazier","NYM",499,21,67,0.250559284,0.44295302,"Todd Frazier",785,453943
2019,"Óscar Mercado","CLE",482,15,54,0.269406392,0.442922374,"Oscar Mercado",16375,640458
2017,"Mitch Moreland","BOS",576,22,79,0.246062992,0.442913385,"Mitch Moreland",3086,519048
2021,"Ramón Laureano","OAK",378,14,39,0.24633431,0.442815249,"Ramon Laureano",17128,657656
2016,"Robbie Grossman","MIN",389,11,37,0.280120481,0.442771084,"Robbie Grossman",5254,543257
2022,"Eric Haase","DET",351,14,44,0.253869969,0.442724458,"Eric Haase",14111,606992
2015,"Stephen Vogt","OAK",511,18,71,0.260674157,0.442696629,"Stephen Vogt",5000,519390
2019,"Robinson Chirinos","HOU",437,17,58,0.237704918,0.44262295,"Robinson Chirinos",3142,455139
2022,"Daulton Varsho","ARI",592,27,74,0.235404896,0.442561205,"Daulton Varsho",19918,662139
2017,"Travis d'Arnaud","NYM",376,16,57,0.244252873,0.442528735,"Travis d'Arnaud",7739,518595
2022,"Tyrone Taylor","MIL",405,17,51,0.233243967,0.442359249,"Tyrone Taylor",13675,621438
2023,"Michael A. Taylor","MIN",388,21,51,0.219718309,0.442253521,"Michael A. Taylor",11489,572191
2021,"Andrew Benintendi","KCR",538,17,73,0.275862068,0.442190669,"Andrew Benintendi",17901,643217
2017,"Chris Owings","ARI",386,12,51,0.267955801,0.44198895,"Chris Owings",10030,572008
2015,"Marwin Gonzalez","HOU",370,12,34,0.279069767,0.441860465,"Marwin Gonzalez",5497,503556
2019,"Didi Gregorius","NYY",344,16,61,0.23765432,0.441358024,"Didi Gregorius",6012,544369
2019,"Domingo Santana","SEA",507,21,69,0.252771618,0.441241685,"Domingo Santana",10348,570267
2015,"Dustin Pedroia","BOS",425,12,42,0.291338582,0.440944881,"Dustin Pedroia",8370,456030
2023,"Eloy Jiménez","CHW",489,18,64,0.271929824,0.440789473,"Eloy Jimenez",17484,650391
2019,"Asdrúbal Cabrera","- - -",514,18,91,0.259507829,0.440715883,"Asdrubal Cabrera",4962,452678
2016,"Bryce Harper","WSN",627,24,86,0.243083003,0.440711462,"Bryce Harper",11579,547180
2023,"Alex Bregman","HOU",724,25,98,0.262057877,0.440514469,"Alex Bregman",17678,608324
2015,"Troy Tulowitzki","- - -",534,17,70,0.27983539,0.440329218,"Troy Tulowitzki",3531,453064
2023,"Charlie Blackmon","COL",413,8,40,0.278551532,0.44011142,"Charlie Blackmon",7859,453568
2017,"Lorenzo Cain","KCR",645,15,49,0.299657534,0.440068493,"Lorenzo Cain",9077,456715
2015,"Rajai Davis","DET",370,8,30,0.258064516,0.439882697,"Rajai Davis",3708,434658
2018,"Nick Markakis","ATL",705,14,93,0.29695024,0.439807383,"Nick Markakis",5930,455976
2016,"Conor Gillaspie","SFG",205,6,25,0.261780104,0.439790575,"Conor Gillaspie",9009,543216
2022,"Ian Happ","CHC",641,17,72,0.270506108,0.439790575,"Ian Happ",17919,664023
2023,"Joey Gallo","MIN",332,21,40,0.177304964,0.439716312,"Joey Gallo",14128,608336
2023,"Xander Bogaerts","SDP",665,19,58,0.285234899,0.439597315,"Xander Bogaerts",12161,593428
2018,"Ben Zobrist","CHC",520,9,58,0.305494505,0.439560439,"Ben Zobrist",7435,450314
2020,"Whit Merrifield","KCR",265,9,30,0.282258064,0.439516129,"Whit Merrifield",11281,593160
2021,"Anthony Rizzo","- - -",576,22,61,0.24798387,0.439516129,"Anthony Rizzo",3473,519203
2018,"Scott Schebler","CIN",430,17,49,0.255263157,0.439473684,"Scott Schebler",12225,594988
2016,"Nick Hundley","COL",317,10,48,0.25951557,0.439446366,"Nick Hundley",3376,460026
2019,"Daniel Vogelbach","SEA",558,30,76,0.207792207,0.439393939,"Daniel Vogelbach",14130,596129
2018,"Salvador Perez","KCR",544,27,80,0.235294117,0.439215686,"Salvador Perez",7304,521692
2015,"C.J. Cron","LAA",404,16,51,0.261904761,0.439153439,"C.J. Cron",12546,543068
2017,"Yadier Molina","STL",543,18,82,0.273453093,0.439121756,"Yadier Molina",7007,425877
2021,"J.T. Realmuto","PHI",537,17,73,0.262605042,0.43907563,"J.T. Realmuto",11739,592663
2016,"Lonnie Chisenhall","CLE",418,8,57,0.285714285,0.438961038,"Lonnie Chisenhall",7571,502082
2017,"Neil Walker","- - -",448,14,49,0.264935064,0.438961038,"Neil Walker",7539,435522
2021,"Manny Piña","MIL",208,13,33,0.188888888,0.438888888,"Manny Pina",2829,444489
2015,"Jason Heyward","STL",610,13,60,0.29250457,0.438756855,"Jason Heyward",4940,518792
2016,"Elvis Andrus","TEX",568,8,69,0.302371541,0.438735177,"Elvis Andrus",8709,462101
2019,"Rougned Odor","TEX",581,30,93,0.204980842,0.438697318,"Rougned Odor",12282,596059
2019,"Luis Arraez","MIN",366,4,28,0.334355828,0.438650306,"Luis Arraez",18568,650333
2019,"Austin Romine","NYY",240,8,35,0.280701754,0.438596491,"Austin Romine",5491,519222
2017,"Christian Yelich","MIA",695,18,81,0.282392026,0.438538205,"Christian Yelich",11477,592885
2019,"Ronny Rodríguez","DET",294,14,43,0.221014492,0.438405797,"Ronny Rodriguez",11875,500135
2018,"Whit Merrifield","KCR",707,12,60,0.303797468,0.438291139,"Whit Merrifield",11281,593160
2018,"Kendrys Morales","TOR",471,21,57,0.249394673,0.438256658,"Kendrys Morales",8610,434778
2021,"Willson Contreras","CHC",483,21,57,0.237288135,0.438256658,"Willson Contreras",11609,575929
